atlas_block,checklists_total,checklists_Atlas1,checklists_Atlas2,checklists_diff,sr_total,sr_Atlas1,sr_Atlas2,sr_diff
4609114CW,9,5,4,-1,6,5,3,-2
4609114NE,20,1,19,18,68,1,68,67
4609114NW,8,1,7,6,38,1,37,36
4609114SE,3,2,1,-1,7,2,7,5
4609114SW,29,11,18,7,78,12,77,65
4609115CE,57,14,43,29,118,101,93,-8
4609115NE,31,9,22,13,91,73,68,-5
4609115SE,16,2,14,12,58,2,57,55
4609115SW,14,3,11,8,62,2,62,60
4609116CE,35,7,28,21,86,56,75,19
4609116NW,8,1,7,6,42,1,41,40
4609116SE,7,3,4,1,35,2,34,32
4609116SW,8,2,6,4,45,2,45,43
4609117CE,36,7,29,22,78,60,67,7
4609117NW,43,3,40,37,56,2,55,53
4609117SW,10,2,8,6,37,1,36,35
4609118CE,46,8,38,30,94,64,88,24
4609118NE,9,2,7,5,33,2,31,29
4609118NW,17,1,16,15,48,1,48,47
4609118SE,6,2,4,2,6,1,6,5
4609118SW,30,1,29,28,64,1,64,63
4609121CE,93,8,85,77,108,79,101,22
4609121CW,56,10,46,36,75,12,73,61
4609121NW,23,3,20,17,44,3,43,40
4609121SE,12,1,11,10,55,35,41,6
4609121SW,5,1,4,3,57,1,57,56
4609122CE,90,11,79,68,112,86,99,13
4609122NE,31,3,28,25,62,3,62,59
4609122SE,10,4,6,2,24,3,22,19
4609123CE,85,10,75,65,101,86,84,-2
4609123NW,2,1,1,0,2,1,1,0
4609123SW,91,4,87,83,93,3,91,88
4609124CE,37,9,28,19,123,93,112,19
4609124SE,23,1,22,21,69,1,69,68
4609124SW,7,3,4,1,30,3,27,24
4609125CE,15,3,12,9,90,65,84,19
4609125NE,8,1,7,6,38,1,38,37
4609125SE,16,2,14,12,50,2,49,47
4609126CE,16,4,12,8,104,83,90,7
4609126CW,6,1,5,4,41,1,40,39
4609126SE,13,2,11,9,37,2,36,34
4609126SW,7,1,6,5,3,1,2,1
4609127CE,31,5,26,21,117,96,100,4
4609127CW,49,2,47,45,61,2,60,58
4609127NE,16,2,14,12,51,2,50,48
4609127NW,29,2,27,25,67,2,66,64
4609127SW,32,2,30,28,49,2,47,45
4609128CE,38,7,31,24,101,71,96,25
4609128CW,14,2,12,10,38,2,37,35
4609128NE,7,2,5,3,37,1,36,35
4609128NW,9,1,8,7,38,1,37,36
4609128SW,12,1,11,10,49,1,49,48
4609131CE,37,6,31,25,103,80,89,9
4609131CW,22,1,21,20,24,1,24,23
4609132CE,80,6,74,68,103,70,94,24
4609132CW,50,1,49,48,61,1,60,59
4609132SE,5,2,3,1,54,37,38,1
4609132SW,10,3,7,4,36,3,34,31
4609133CE,68,8,60,52,96,82,77,-5
4609133NE,21,2,19,17,49,2,48,46
4609133NW,52,5,47,42,71,18,68,50
4609134CE,45,7,38,31,102,87,81,-6
4609134CW,19,1,18,17,21,1,21,20
4609134NE,45,2,43,41,64,2,63,61
4609134NW,37,1,36,35,59,8,54,46
4609134SE,4,1,3,2,3,1,3,2
4609134SW,7,1,6,5,35,1,34,33
4609135CE,80,47,33,-14,106,85,92,7
4609135CW,3,2,1,-1,3,2,1,-1
4609135NE,40,9,31,22,50,10,48,38
4609135SE,22,16,6,-10,41,14,33,19
4609135SW,27,20,7,-13,55,20,38,18
4609136CE,56,31,25,-6,110,79,102,23
4609136CW,6,2,4,2,40,2,38,36
4609136NE,10,2,8,6,41,2,39,37
4609136NW,10,2,8,6,44,2,43,41
4609136SW,17,10,7,-3,39,10,32,22
4609137CE,37,9,28,19,110,77,100,23
4609137CW,89,21,68,47,122,74,109,35
4609137NE,9,3,6,3,21,9,12,3
4609137NW,51,1,50,49,61,2,59,57
4609137SE,32,3,29,26,70,3,68,65
4609137SW,73,2,71,69,99,2,99,97
4609138CE,22,3,19,16,109,86,99,13
4609138NW,8,1,7,6,42,1,41,40
4609138SE,21,1,20,19,66,1,66,65
4609141CE,59,4,55,51,95,77,82,5
4609141CW,26,1,25,24,61,2,60,58
4609141SW,43,3,40,37,102,63,96,33
4609142CE,54,8,46,38,116,87,109,22
4609142CW,26,2,24,22,56,5,54,49
4609142NE,31,5,26,21,98,15,88,73
4609142NW,22,1,21,20,58,1,58,57
4609142SE,9,1,8,7,45,1,45,44
4609142SW,4,2,2,0,22,4,20,16
4609143CE,48,16,32,16,99,76,86,10
4609143CW,10,1,9,8,37,1,36,35
4609143NE,36,1,35,34,88,1,88,87
4609143NW,15,1,14,13,41,1,41,40
4609143SE,27,7,20,13,47,13,44,31
4609143SW,2,1,1,0,19,1,18,17
4609144CE,44,5,39,34,91,69,74,5
4609145CE,92,5,87,82,98,75,81,6
4609145CW,82,2,80,78,75,2,73,71
4609145NW,39,1,38,37,62,1,61,60
4609145SE,11,2,9,7,47,2,45,43
4609145SW,9,4,5,1,41,3,39,36
4609146CE,116,11,105,94,116,101,108,7
4609146CW,96,6,90,84,108,13,106,93
4609146NW,6,1,5,4,33,1,33,32
4609146SE,30,3,27,24,64,2,63,61
4609146SW,28,1,27,26,70,1,69,68
4609147CE,41,13,28,15,111,94,100,6
4609147SE,65,3,62,59,91,1,90,89
4609148CE,23,6,17,11,115,105,97,-8
4609148SE,9,4,5,1,79,73,34,-39
4609151CE,76,5,71,66,108,85,96,11
4609152CE,50,6,44,38,88,73,80,7
4609152NW,94,11,83,72,112,81,104,23
4609153CE,58,5,53,48,89,71,78,7
4609153NE,73,9,64,55,115,93,99,6
4609154CE,142,32,110,78,115,95,102,7
4609154SE,23,2,21,19,52,43,32,-11
4609154SW,40,22,18,-4,71,30,55,25
4609155CE,36,4,32,28,116,76,111,35
4609155CW,23,1,22,21,69,2,69,67
4609155NW,52,5,47,42,62,7,62,55
4609155SW,77,10,67,57,86,13,86,73
4609156CE,61,16,45,29,109,95,96,1
4609156CW,14,1,13,12,36,3,34,31
4609156NW,53,26,27,1,77,44,66,22
4609156SE,2,1,1,0,2,1,1,0
4609156SW,17,1,16,15,54,1,54,53
4609157CE,55,20,35,15,121,67,116,49
4609157NW,61,1,60,59,67,1,67,66
4609158CE,34,16,18,2,112,86,107,21
4609158NE,43,2,41,39,70,2,70,68
4609161CE,65,4,61,57,102,58,92,34
4609161SW,21,1,20,19,48,1,47,46
4609162CE,50,21,29,8,94,84,77,-7
4609162CW,29,4,25,21,68,62,40,-22
4609162NE,11,4,7,3,65,63,26,-37
4609162NW,8,4,4,0,69,64,20,-44
4609162SW,10,6,4,-2,75,72,27,-45
4609163CE,16,6,10,4,83,62,75,13
4609163SE,28,4,24,20,82,71,65,-6
4609164CE,53,3,50,47,103,76,96,20
4609165CE,21,5,16,11,97,79,87,8
4609165CW,124,2,122,120,120,4,119,115
4609165NW,53,3,50,47,92,3,90,87
4609165SW,138,2,136,134,87,2,86,84
4609166CE,109,9,100,91,128,105,115,10
4609166SE,74,1,73,72,67,1,67,66
4609167CE,41,18,23,5,115,93,98,5
4609167CW,8,1,7,6,57,1,57,56
4609167SE,85,1,84,83,71,2,71,69
4609167SW,75,20,55,35,78,23,72,49
4609168CW,166,2,164,162,130,3,128,125
4609168SE,72,1,71,70,81,1,81,80
4609171CE,104,5,99,94,115,85,105,20
4609171NW,30,9,21,12,90,27,87,60
4609172CE,111,28,83,55,108,78,93,15
4609172NE,113,74,39,-35,119,107,85,-22
4609172NW,104,19,85,66,142,81,134,53
4609173CE,86,10,76,66,115,97,100,3
4609173CW,38,1,37,36,59,1,59,58
4609174SE,131,4,127,123,136,5,136,131
4609181CE,5,3,2,-1,4,4,1,-3
4609181SE,102,1,101,100,114,1,114,113
4609211CE,51,8,43,35,96,59,93,34
4609211CW,20,3,17,14,47,3,45,42
4609211NE,2,1,1,0,2,1,1,0
4609211NW,57,9,48,39,104,59,101,42
4609212CE,21,6,15,9,83,56,79,23
4609212CW,10,1,9,8,35,1,34,33
4609212SE,17,1,16,15,3,1,3,2
4609213CE,45,11,34,23,104,81,89,8
4609221CE,44,14,30,16,105,85,86,1
4609221CW,40,1,39,38,63,1,62,61
4609221NE,21,2,19,17,56,2,55,53
4609221SE,16,5,11,6,78,3,76,73
4609221SW,41,10,31,21,108,73,101,28
4609222CE,37,26,11,-15,112,99,99,0
4609222NW,4,1,3,2,13,1,13,12
4609222SE,15,2,13,11,51,2,50,48
4609223CE,17,6,11,5,98,70,91,21
4609231CE,22,7,15,8,102,55,94,39
4609232CE,43,5,38,33,83,59,75,16
4609232NE,11,9,2,-7,66,62,19,-43
4609232NW,17,1,16,15,106,3,106,103
4609233CE,26,6,20,14,79,53,71,18
4609233NE,7,1,6,5,32,1,31,30
4609241CE,39,12,27,15,101,80,82,2
4609241CW,20,2,18,16,65,2,64,62
4609242CE,47,10,37,27,111,88,103,15
4609242CW,54,5,49,44,66,8,64,56
4609243CE,29,13,16,3,100,53,92,39
4609251CE,29,3,26,23,95,76,90,14
4609252CE,44,3,41,38,110,91,101,10
4609253CE,58,19,39,20,116,72,103,31
4609261CE,218,33,185,152,139,80,132,52
4609261CW,68,1,67,66,73,1,72,71
4609261NE,36,3,33,30,59,6,58,52
4609261NW,85,2,83,81,48,2,48,46
4609262CE,260,13,247,234,131,107,110,3
4609262NE,40,2,38,36,44,2,42,40
4609262SE,52,3,49,46,109,90,90,0
4609262SW,30,6,24,18,47,7,44,37
4709014CE,74,13,61,48,76,59,56,-3
4709014SE,6,3,3,0,17,10,8,-2
4709014SW,24,6,18,12,63,54,36,-18
4709015SE,3,1,2,1,2,1,1,0
4709015SW,3,1,2,1,2,1,1,0
4709016CW,46,3,43,40,54,2,53,51
4709016SW,6,3,3,0,3,2,1,-1
